Response_ID,Group_ID,Group,Statement,Optimist,Hopeful,Curious,Neutral,Cautious,Skeptical,Pessimist,Op_hop,Op_cur,Op_cau,Op_skep,Op_pess,Hop_cur,Hop_neu,Hop_cau,Hop_skep,Hop_pess,Cur_neu,Cur_cau,Cur_skep,Cur_pess,Cau_neu,Cau_skep,Cau_pess,Skep_neu,Skep_pess,Op_cur_cau,Hop_cur_cau,Hop_cau_skep,Cau_skep_neu,PA,Pos_emotion,NA,Neg_emotion,HomeOwner,Involvement,Choice,INNOV,RET,ENV,SUM_INN_RET_ENV,Age,Gender,Education,Income,Occupants,HomeType,Region,Region_recoded,Area,SubjKnow,Know_recoded,BoilerWilling,HobWilling,H2homeWilling,Composite_adoption,H2futures,H2community,H2home,Composite_acceptance,Response
R85,BLG85,1,I believe hydrogen homes will be more effective and useful in the oncoming years as it will provide a safer energy supply not just for us but for the environment.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,3,9,2,2,1,3,3,4,4,3,4,2,2,2,2,3,2.33,7,8,9,8,4
R86,BLG86,1,I believe that hydrogen should be handled with care and not carelessly as in the end if it is misused for too long it could lead to some major issues in our society.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,1,3,3,3,9,1,1,4,5,3,2,2,2,1,3,3,3,4,3,3.33,9,6,8,7.67,4
R87,BLG87,1,I didn't know much before but to be honest I need to know more about Hydrogen.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,3,9,2,1,1,4,3,4,6,4,3,1,1,3,3,3,3,5,3,5,4.33,1
R88,BLG88,1,"I do find it confusing but if it’s going to increase the price then it won’t be ideal, as we’re all already paying extortionate amounts already. It will also cost to change the appliances which will be more cost.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,1,Confused,1,2,2,2,1,1,4,2,2,3,5,3,4,11,4,5,1,1,3,3,3,3,8,9,8,8.33,4
R89,BLG89,1,I do need to be more informed on the subject.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,3,8,2,1,1,3,2,5,5,4,4,2,2,2,2,3,2.33,7,8,8,7.67,5
R90,BLG90,1,"I do not believe at the present time the general public know enough about hydrogen. Speaking to my friends and family, the general opinion is that it will be extremely costly to install a new boiler and overhaul the existing central heating system. People are struggling financially at the moment and this will add extra pressure. My opinion is that whilst I am all for global and climate change and preservation, the cost outweighs the benefits. People are very concerned regarding the prospects of",.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,1,2,3,3,3,1,7,3,2,3,8,2,1,11,4,3,1,1,2,2,2,2,3,3,3,3,2
R91,BLG91,1,I do not expect to need to convert in what remains of my lifetime.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,1,2,3,6,3,1,3,1,1,2,11,4,3,2,2,2,2,2,2,7,4,4,5,2
R92,BLG92,1,I don’t believe the consumer should have to pay towards the new infrastructure surely that should come from the suppliers.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,3,9,3,2,1,3,2,2,3,2,5,1,1,3,3,3,3,6,7,6,6.33,4
R93,BLG93,1,I don’t feel that I know enough about it to comment too much.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,2,1,1,4,1,2,5,5,2,5,4,3,3,1,1,2,2,2,2,4,2,3,3,4
R94,BLG94,1,I don’t fully understand it but if it is good for the planet and safe for people then I think it will be a good thing in the long term.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,2,0,3,5,3,2,1,2,2,4,7,4,4,1,1,1,1,1,1,8,7,5,6.67,4
R95,BLG95,1,"I don’t know much about hydrogen, I thought I had heard about it being used for cars but might be wrong about that. I would need to understand a lot more about hydrogen to feel confident about its widespread use in the near future.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,1,3,7,3,2,3,2,3,2,11,4,1,1,1,1,1,1,1,6,3,3,4,3
R96,BLG96,1,I don’t know much about it to make many comments.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,1,2,5,2,2,5,5,3,4,6,4,3,1,1,3,3,2,2.67,5,3,9,5.67,2
R97,BLG97,1,I don’t know much info about it.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,3,2,8,2,2,4,3,3,4,8,3,3,1,1,3,3,2,2.67,6,6,6,6,2
R98,BLG98,1,"I don’t like change especially when it costs even more, I’m sick of paying ridiculous prices for fuel and gas.",.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,2,1,2,5,3,2,1,1,2,2,3,2,3,1,1,1,1,1,1,5,3,2,3.33,2
R99,BLG99,1,I don’t really understand a lot about it.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,2,3,8,2,2,5,2,3,2,11,4,5,1,1,3,3,3,3,5,5,5,5,7
R100,BLG100,1,I don’t think I realised how much hydrogen can be used daily in daily life.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,1,2,4,4,3,2,10,2,5,3,3,3,2,4,3,5,3,6,4.67,1
R101,BLG101,1,I don’t think it will be safe or efficient.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,1,1,2,4,3,2,1,1,2,4,7,4,4,1,1,1,1,1,1,1,0,0,0.33,1
R102,BLG102,1,I don’t think people are able to trust this yet so will be unwilling to pay,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,1,3,7,1,2,5,5,2,4,6,4,3,1,1,2,2,2,2,6,6,6,6,4
R103,BLG103,1,I don't know enough about it prices etc to make an informed decision.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,2,1,3,4,3,4,2,2,3,1,1,2,2,2,2,6,6,7,6.33,4
R104,BLG104,1,I don't know enough to comment.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,1,0,1,2,3,2,1,1,3,4,3,2,3,1,1,1,1,1,1,5,5,5,5,1
R105,BLG105,1,I don't know enough about it to really form an opinion.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,2,2,1,5,3,1,5,2,1,5,3,2,3,1,1,3,3,3,3,7,7,7,7,1
R106,BLG106,1,I don't know enough to form a complete opinion but I will look into it more.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,2,1,5,5,3,4,4,3,3,1,1,3,3,3,3,5,5,5,5,5
R107,BLG107,1,I don't really know enough to comment.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,3,3,9,3,1,1,5,2,4,9,1,5,1,1,3,3,3,3,7,7,7,7,7
R108,BLG108,1,I don't think that people living in areas where there is an unlikely possibility that they will ever be supplied with this new fuel source should pay for it.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,2,3,8,3,1,3,3,2,1,4,3,4,1,1,4,4,4,4,8,1,5,4.67,5
R109,BLG109,1,I don’t trust it.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,1,1,4,3,2,1,3,2,5,7,4,3,1,1,1,1,1,1,1,0,0,0.33,3
R110,BLG110,1,I feel it will be very expensive to make a switch to hydrogen.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,2,2,3,7,2,2,5,7,3,5,6,4,3,1,1,3,3,3,3,5,5,5,5,4
R111,BLG111,1,I feel it will take a much longer time to get everyone using it.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,3,3,9,1,2,3,1,3,4,10,2,3,2,2,2,2,2,2,7,5,5,5.67,3
R112,BLG112,1,I feel like it will be difficult to get the general public to understand the benefits of using hydrogen as a fuel.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,2,3,8,1,2,5,4,2,1,7,4,1,1,1,2,2,2,2,9,8,8,8.33,3
R113,BLG113,1,I feel that it is a good concept however may be difficult on the public if energy bills increase a lot more.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,3,2,1,2,5,1,2,5,4,3,4,4,3,1,1,1,2,2,2,2,8,7,7,7.33,3
R114,BLG114,1,"I feel too unsure about hydrogen to make any commitment at this stage, despite the environmental impact which have been discussed. The cost implications appear too much at present.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,,.,,2,2,1,3,1,2,6,1,2,5,3,2,5,10,2,3,1,1,3,3,3,3,2,2,1,1.67,4
R115,BLG115,1,I feel very optimistic when it comes to hydrogen homes if this is the way forward.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Optimistic,.,,2,3,3,3,3,2,8,1,1,1,8,2,4,3,2,3,2,2,5,5,5,5,10,10,10,10,3
R116,BLG116,1,I find it all a bit confusing and scary as it is going to be a big change.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,2,Scared and confused,1,2,2,2,1,2,5,2,2,5,5,3,2,2,2,3,1,1,2,1,2,1.67,6,6,6,6,3
R117,BLG117,1,I find it difficult to understand how much this will actually help us especially when fuel prices are so high.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,1,2,5,3,2,5,1,2,2,2,2,3,1,1,1,1,1,1,3,3,1,2.33,6
R118,BLG118,1,I hate it.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Hate,2,2,1,2,3,3,8,1,1,5,5,3,4,8,3,5,1,1,2,2,2,2,8,4,7,6.33,6
R119,BLG119,1,I have a total lack of understanding and knowledge on this topic prior to this survey.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,2,3,8,1,2,1,5,2,1,8,3,5,1,1,3,3,3,3,7,7,7,7,7
R120,BLG120,1,I have learnt a lot about hydrogen from this survey and feel more knowledgeable and positive.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,2,1,3,3,3,9,3,2,4,2,2,5,2,2,4,2,2,4,4,4,4,8,8,8,8,7
R121,BLG121,1,I have learnt that hydrogen might help in the future towards climate change.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,2,3,8,2,2,4,8,3,5,3,2,3,1,1,2,2,2,2,4,5,5,4.67,7
R122,BLG122,1,"I have no thoughts either way. As long as it is safe, good for the environment and cost effective.",.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,3,3,9,2,2,5,5,3,2,7,4,3,1,1,3,3,3,3,6,6,6,6,6
R123,BLG123,1,"I haven't heard of it before but would be very willing to try it if it is affordable, safe and better for the environment. I have wondered what will replace fossil fuels.",.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,1,2,6,2,2,5,6,3,2,1,1,5,1,1,3,3,3,3,5,8,8,7,6
R124,BLG124,1,I just don’t feel it’s safe.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,2,3,8,3,2,3,4,2,1,6,4,5,2,2,1,1,1,1,1,1,1,1,6
R125,BLG125,1,I just don't trust engineers as I had a leak before and it broke my meter. I don't want people in my house.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,2,1,3,6,2,2,3,7,2,5,10,2,3,1,1,3,3,3,3,4,1,2,2.33,7
R126,BLG126,1,"I knew little about this before the survey. I believe we should be doing everything we can to reduce emissions, get to net-zero and improve energy sustainability. It's scandalous that we are still reliant on natural gas and non-renewable energy and the green alternatives are still so expensive. The government has a responsibility to invest and provide grants for this and also prioritise insulation.",.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,3,9,2,1,5,6,3,2,8,3,5,1,1,4,2,3,3,8,9,8,8.33,3
R127,BLG127,1,I knew very little about hydrogen use before this survey but feel a little more positive as a result.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,Positive,.,,2,3,1,3,3,3,9,3,2,5,3,1,5,4,3,4,1,1,2,2,2,2,7,8,8,7.67,7
R128,BLG128,1,I know little about it but if it improves our lives then it is something that I am open to. The cost to everyone is a concern.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,3,3,9,3,2,1,3,2,4,6,4,3,1,1,3,3,3,3,9,7,8,8,7
R129,BLG129,1,I like the idea of hydrogen.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,3,8,2,2,3,4,3,1,8,3,3,1,1,3,3,2,2.67,4,5,5,4.67,7
R130,BLG130,1,I like to know about this kind of topics.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,2,2,3,7,3,2,4,2,3,4,9,1,4,2,2,2,2,2,2,5,6,6,5.67,7
R131,BLG131,1,I need to know more about it.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,2,3,7,2,1,1,7,2,4,4,3,4,1,1,2,2,2,2,8,6,5,6.33,7
R132,BLG132,1,I need to know more about the safety and the likely cost of hydrogen before I could endorse it fully.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,2,2,3,7,2,1,5,3,2,4,9,1,4,2,2,3,3,3,3,5,5,5,5,7
R133,BLG133,1,I need to learn more about hydrogen.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,1,3,2,3,8,2,2,1,4,2,4,8,3,3,1,1,3,3,2,2.67,6,7,7,6.67,3
R134,BLG134,1,I need to learn more about it.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,1,2,6,3,2,1,4,3,5,6,4,3,1,1,3,3,3,3,6,6,6,6,7
R135,BLG135,1,I know very little about hydrogen.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,2,3,3,8,3,1,1,4,3,1,11,4,5,1,1,3,2,3,2.67,3,5,5,4.33,5
R136,BLG136,1,I know very little at this time.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,3,2,3,8,1,2,5,4,3,5,7,4,3,1,1,3,3,3,3,7,6,7,6.67,5
R137,BLG137,1,I really do not know a lot about it to make a good judgement.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,3,2,3,8,3,1,3,1,1,1,10,2,3,2,2,2,2,2,2,6,6,6,6,5
R138,BLG138,1,"I really like the idea of hydrogen but until the government makes laws for energy companies rinsing customers dry, the public shouldn't have to suffer higher bills.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,1,2,2,3,7,1,2,5,2,1,4,11,4,4,1,1,2,2,2,2,9,9,8,8.67,5
R139,BLG139,1,I still have a mixed review.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,3,8,2,2,3,2,3,2,7,4,3,1,1,3,3,3,3,4,3,3,3.33,7
R140,BLG140,1,"I think consent is a vital issue here, as in, people shouldn't be made to pay for things if they don't want them.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,1,3,2,2,7,1,2,4,1,3,2,2,2,3,3,3,3,3,3,3,6,3,3,4,5
R141,BLG141,1,I think hydrogen sounds a good alternative to gas but not if it is much more expensive. Energy bills are very high as it is. I also think that people who do not use it should not pay for the infrastructure or other to enable it to be introduced in other parts of the country.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,3,1,0,3,4,3,2,3,1,1,1,7,4,3,1,1,3,3,3,3,8,8,8,8,5
R142,BLG142,1,"I think if I knew more about the cost relating to gas, that would enable me to make more informed decisions, and how well hydrogen would cook food compared to gas.",.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,2,3,2,1,6,1,2,3,7,3,2,7,4,5,1,1,3,7,2,4,7,6,5,6,5
R143,BLG143,1,I think if it becomes safer (adding an odourant and colouring) then I would be up to installing hydrogen hobs and boilers.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,2,3,8,1,1,4,5,3,5,4,3,4,2,2,4,3,3,3.33,8,7,8,7.67,3
R144,BLG144,1,I think it could be a good solution if done effectively.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,3,3,2,3,8,1,2,4,2,3,4,8,3,3,1,1,2,3,4,3,4,3,4,3.67,1
R145,BLG145,1,I think it could be an interesting way to find alternative fuel options in UK homes.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,1,3,7,1,2,4,5,2,5,7,4,3,1,1,4,4,4,4,8,10,9,9,3
R146,BLG146,1,"I think it has good potential to solve our energy crisis, however, a lot more information needs to be made available about it for logistic purposes.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,1,1,3,6,2,1,6,4,5,2,2,2,2,2,2,6,7,7,6.67,3
R147,BLG147,1,I think it is a great idea.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,3,3,9,3,2,3,8,3,4,10,2,3,1,1,4,4,4,4,7,7,7,7,4
R148,BLG148,1,I think it is a great idea.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,2,2,7,3,2,5,2,1,2,11,4,3,2,2,4,4,4,4,9,8,8,8.33,4
R149,BLG149,1,I think it is a very smart idea and it will help us so much especially with the environment. I support it.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,1,3,2,2,7,1,1,4,5,3,2,9,1,5,2,2,4,3,4,3.67,8,10,9,9,4
R150,BLG150,1,I think it is better for the environmental effects. Slightly worried about the cost.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Worried,1,1,1,3,2,2,7,2,1,3,4,2,4,4,3,3,1,1,3,3,3,3,8,9,10,9,4
R151,BLG151,1,I think it is potentially a solution to switch to for energy in the future.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,3,2,3,2,3,8,1,2,5,6,3,2,1,1,4,2,2,3,3,3,3,7,7,8,7.33,4
R152,BLG152,1,I think it may be a good step forward but we will need to do more research and testing before anything is done.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,2,2,2,1,5,1,1,3,3,3,2,3,2,5,2,2,2,2,2,2,8,2,7,5.67,5
R153,BLG153,1,I think it may cost more in the short term but eventually prices will come down when we see a difference in efficiency and less maintenance and operational issues.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,2,3,3,8,2,2,5,6,3,2,7,4,3,3,3,4,4,4,4,9,10,9,9.33,3
R154,BLG154,1,I think it seems a good idea.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,1,3,7,1,2,3,4,3,4,11,4,3,1,1,3,3,3,3,8,8,8,8,4
R155,BLG155,1,I think it will be a lot more cost effective.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,1,3,2,3,8,1,2,4,1,2,4,8,3,5,1,1,3,4,4,3.67,9,10,8,9,1
R156,BLG156,1,I think it’ll be hard to get people to switch to hydrogen without evidence.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,1,1,3,2,3,8,1,2,1,3,2,4,8,3,1,1,1,2,2,1,1.67,4,5,4,4.33,4
R157,BLG157,1,I think it’s a good idea.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,2,3,8,1,2,5,3,1,5,2,2,4,1,1,3,3,3,3,7,7,8,7.33,3
R158,BLG158,1,I think it’s a good thing and it’s the next step forward.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,3,3,3,3,9,2,1,1,3,1,5,1,1,3,2,2,4,4,4,4,10,10,10,10,6
R159,BLG159,1,I think it’s a good thing but would need to be cheaper than gas at the moment. If it was cheaper more people would be interested in switching over.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,1,3,7,2,2,1,4,3,4,6,4,3,1,1,2,2,2,2,7,6,5,6,3
R160,BLG160,1,I think it’s a great idea and would be interested in having this in my home.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,2,0,2,4,1,2,3,3,3,4,4,3,3,1,1,4,2,3,3,9,9,8,8.67,6
R161,BLG161,1,I think it’s a lot greener than gas.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,2,3,1,3,3,7,1,1,3,4,3,2,3,2,4,1,1,3,3,5,3.67,9,6,7,7.33,5
R162,BLG162,1,I think it’s an absolutely marvellous idea indeed.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,1,3,3,3,9,1,1,3,3,3,2,2,2,3,3,3,5,5,4,4.67,6,6,6,6,4
R163,BLG163,1,I think it’s great.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,0,2,5,1,2,4,3,2,5,9,1,3,1,1,4,3,4,3.67,8,6,7,7,3
R164,BLG164,1,"I think it's a good idea ultimately to switch from gas to hydrogen, but as we don't know the costs involved it's difficult to say that I 100% support the idea.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,2,2,3,2,2,7,2,2,1,2,3,2,7,4,5,2,2,4,4,4,4,9,8,9,8.67,3
R165,BLG165,1,I think it’s better however I do have some uneasy thoughts about cost.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Uneasy,2,2,2,3,3,3,9,2,2,5,3,3,5,8,3,3,1,1,3,3,2,2.67,7,7,7,7,7
R166,BLG166,1,"I think the concept is great, but I have concerns regarding cost.",.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,1,Concerned,2,1,2,3,1,1,5,1,2,5,3,2,4,8,3,3,1,1,4,4,4,4,6,6,6,6,6
R167,BLG167,1,I think the government should foot all the costs. We already pay over the odds on tax for everything.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,2,3,2,3,1,2,6,2,1,1,5,3,4,9,1,3,1,1,3,3,3,3,5,5,5,5,4
R168,BLG168,1,I think this is a really positive potential future development and an effective solution to help tackle climate change.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,.,,1,1,2,3,3,3,9,1,2,4,4,2,2,5,4,3,2,2,4,4,3,3.67,10,8,7,8.33,3
